,bodyId,type,pre,post,size
20944,1046316507,,0,45,7444607
78773,2431348280,,4,11,3795567
95938,5813068884,,17,5,15284580
53039,1886788340,ORN_VL2a,48,66,58393346
55274,1933231152,,187,73,170961045
88952,5812992016,,191,138,154632463
10590,613175370,,87,2146,759296823
95912,5813068690,KCa'b'-m,233,698,402291796
42015,1670075419,,20,12,23278771
94404,5813045429,,0,0,496197703
67705,2214392792,,13,13,13848209
86271,2675007827,,4,4,4597795
81330,2471396754,,0,22,11570136
40421,1629846344,,3,3,3937255
12514,701522478,,7,75,53190229
57312,1971578806,,183,272,401611137
57382,1972562965,,5,2,2748856
40405,1629505915,,5,3,2457009
41924,1668711280,,10,4,5308994
53571,1902342874,,4,38,15432927
38792,1591307272,,25,16,17851133
86157,2655883386,,6,41,24665172
15509,822393878,PLP147,555,469,1116685241
55996,1943920453,,8,4,5266378
7116,514043443,SMP245,475,1307,856243982
1599,299081993,,51,65,85196186
77503,2403179498,,118,135,164596428
32484,1413283073,,3,11,4643955
19757,1004812897,,102,42,143494062
49120,1814013708,,54,49,35459860
92827,5813023453,IB029,432,1102,1825361855
79474,2436131539,,6,11,4106447
39816,1621336268,,37,64,41243425
96701,5813092260,SIP076,147,399,605256409
56459,1951077217,,13,10,5814122
63314,2098891635,,198,813,398523364
72509,2310926299,,0,82,31993029
73859,2339556318,,23,10,15440985
1575,298927362,SMP408_a,160,880,543081720
57310,1971575651,,25,18,18881127
8115,545293415,,7,0,5991406
28377,1287784113,,7,11,13328172
79850,2439204884,,3,1,2100373
26792,1250885621,OCG08,1,46,208953839
90879,5813005823,,10,7,13495182
54292,1910851400,,2,7,1213486
22618,1130156970,PS300,218,3589,1495672231
62629,2088547465,,4,1,2179084
27842,1280617018,,40,19,39261147
33140,1437156900,LC18,164,185,197509295
58306,1996526583,,37,80,31404800
8497,547680689,,82,359,218474363
38240,1566751906,,22,42,49390549
16382,858738157,,3,11,2547004
68370,2221921854,,13,49,13779647
47262,1780266483,,35,51,26288804
72641,2311940527,,2,30,4315881
46467,1758996932,,38,75,85863055
68102,2218485505,,2,2,921061
71096,2280568612,,10,15,7093216
6848,509505681,,5,14,117712143
84683,2565481244,,0,30,3940513
6931,511626286,LHPV6a1,122,174,274923124
37949,1563277559,,2,129,88408409
28409,1288461270,,2,0,2758053
41442,1658511508,,75,65,48414392
50377,1841663073,,54,100,60729654
11189,642850388,,35,240,82010485
77139,2400620247,,21,12,19008850
19051,956963070,,4,11,41230133
80561,2463445429,,14,3,4749493
9030,550953198,SLP450,142,202,493474712
30969,1375086576,,53,54,34606701
82645,2503066040,,7,32,7174883
66193,2178949930,,0,0,60888530
88590,5812989097,,30,18,13120195
21372,1071151811,FC3,137,447,283056574
58890,2004607994,,2,1,1528633
81939,2493780910,,30,16,11621947
72871,2313696688,,23,48,42942524
79347,2435238181,,16,82,41897654
55967,1942892764,,1,10,1778695
88316,5812986020,ATL045,229,692,454632154
87484,5812979188,KCg-m,229,752,351753540
51140,1850840945,,11,10,27779218
6455,485093313,LHAD3d2,216,223,404885211
26523,1234166075,,119,279,67880055
27819,1268667250,,0,0,103687241
56777,1964581509,,111,25,140321850
85609,2621382185,,2,9,3880919
33358,1439898095,,26,12,12767495
56679,1963049102,,35,38,25498581
24705,1191898195,,13,209,171777981
78588,2429637912,,4,5,2925939
89806,5812998916,,4,0,3798145
84848,2583245842,,9,2,9226186
36068,1506120610,PVLP080,607,1202,876853017
6779,488931037,CL043,169,601,451179661
69994,2255194277,,11,8,20946800
32460,1412938016,,11,21,9514492
48045,1791818766,,10,17,6444737
50267,1840428030,,390,47,438702187
75113,2365474415,,0,0,30647950
56868,1965479132,,52,41,30878705
47451,1782317785,,0,17,339299141
11047,640472008,,0,14,13929234
63683,2106472221,ORN_VA7l,74,86,86132587
4446,395593103,,38,106,24865456
24397,1173180508,,146,686,68003578
71269,2282261366,,25,54,24351108
42618,1686169952,,186,737,366517695
9002,550750028,,0,20,1873121
40055,1625045037,,49,4,33896796
4081,391310849,SLP180,153,642,415332364
54726,1918324745,,34,47,20373677
80715,2464553909,,33,32,45583332
58837,2003921717,,3,0,2050508
95311,5813057402,PS167,8,2247,1718878503
3955,390279635,SLP171,223,1104,757397701
35730,1501267296,,200,78,202269052
14964,796301840,,175,61,125629167
62337,2074794383,,3,23,6048919
17415,892622947,LC10,104,255,242231316
66158,2169923013,,7,5,2930610
62952,2092981522,,5,3,3218922
46520,1760327095,,1015,3759,2076786791
33989,1450750033,,28,55,15108985
67937,2216546747,,1,21,13592089
73337,2320119999,,0,0,45915776
58818,2003590768,,5,1,4758002
24670,1191264562,,13,14,12169840
46658,1763136670,ORN_DM6,114,179,112969817
1256,296358572,,5,4,4666344
10012,601712754,KCg-m,274,810,364724489
54108,1908162624,,29,30,16606716
27187,1255272167,,217,344,449627885
7291,517169460,CRE072,333,1341,838957097
2493,330419850,,2,13,9781760
55358,1934116345,,49,81,38249347
68023,2217488439,,50,31,30923098
81798,2492697287,,4,16,5009015
4658,420235167,SLP051,124,276,501474030
57293,1971527426,,2,3,1328517
88201,5812983240,SMP312,317,814,725344410
54741,1918359122,,2,6,2286172
34813,1473738513,,129,88,158461132
20231,1013917610,,3,2,3787288
7519,519728756,,5,5,3693729
81813,2492748966,,27,24,10239187
42421,1684093503,,80,108,50993251
81155,2467853477,,4,8,2379256
79871,2439826470,,3,2,1647645
45616,1748187330,LC17,177,421,322861376
89214,5812994048,,4,1,5366644
54311,1910874108,,13,43,13096578
27390,1258786549,,3,7,2120935
40092,1625407597,,14,4,10037851
25593,1218551195,,5,49,19119935
79316,2435094553,,3,8,3837878
92596,5813021692,,1,36,12650072
80604,2463768942,,37,13,22377541
79689,2437434740,,4,6,5353156
50122,1838568232,,34,79,52396562
55093,1922282536,,2,1,8141829
87435,2903087769,,0,0,223872
64164,2122704413,,86,142,70925149
65044,2149663918,,29,254,47200192
78806,2431654926,,4,15,5594984
68735,2230313616,,8,14,3800574
57650,1979297272,,9,15,5968641
32846,1420440381,,2,5,898688
55335,1933935018,,155,35,172093251
52745,1882031306,,20,678,834044509
31463,1383703581,AVLP505,600,1992,1553160135
70643,2276501404,,2,17,1259380
78271,2410626194,,3,8,6784001
81023,2466765027,,15,3,16184908
30315,1348144002,,0,17,2686915
64327,2125040204,,19,10,17220770
78253,2410168712,,2,0,2692013
95207,5813056593,,18,14,113806246
66903,2188845529,,36,31,32645337
30696,1356988874,,82,269,163762592
29724,1326994757,,0,13,4391277
4593,419462175,,2,10,3709619
50270,1840467739,,81,36,57868145
73036,2315687849,,5,16,5190445
69383,2248022232,,34,234,97941275
97899,7112623383,,5,34,14483829
87494,5812979256,,157,388,119374496
78014,2407151091,,18,33,10238250
44947,1730107997,,14,2,8402709
28912,1311940956,,0,3,273159360
1169,295474441,SA3,106,436,261798729
82073,2494834147,,2,2,1478995
50340,1841292268,,2,0,326368
32604,1417366845,,50,13,45335681
58042,1991527198,,0,0,75160710
28905,1311669515,,55,61,44084597
70106,2257709244,,0,0,40043495
47616,1784730276,LC12,162,233,293935178
33346,1439883855,,29,25,20588000
2744,332837085,,22,58,13024531
43741,1703147469,,45,50,27005873
48405,1797146509,,11,15,3131471
49842,1826169531,,19,169,41660925
25955,1223274640,IB072,264,880,411399761
78259,2410319675,,7,3,10278005
14711,790188739,,3,4,2046550
55987,1943604847,,8,14,11826941
13098,729077024,,0,1,128956095
17163,886643729,,63,231,329030080
44277,1719250390,LC10,130,597,259919476
78011,2407146736,,25,49,11579387
48527,1807527993,,10,10,7867546
28005,1283030754,,64,74,88392721
91281,5813008079,,21,26,11969600
45661,1748566678,,22,36,22859790
24926,1195947727,vDeltaL,30,268,138581767
93828,5813037990,,88,346,142705908
63104,2095037319,,39,29,17171256
22630,1130212390,,2,1,528702
3944,390136355,,41,32,34856356
979,270779769,,45,142,25812400
25208,1200700424,KCa'b'-ap2,262,642,454737930
76871,2397883001,,54,115,92814670
36205,1509957446,LAL028,143,542,340594237
62940,2092663209,,71,45,37967535
6491,485628589,,1,15,5870311
25687,1219911745,,31,24,20549073
32002,1406215489,CL274,177,473,505512863
88019,5812982149,KCa'b'-m,234,707,412946042
79277,2434797204,,18,22,8091138
59697,2026793601,,6,21,12789078
40207,1626663832,,868,399,675950313
55997,1943932361,,3,3,1344816
33118,1436815841,,20,14,11615829
8341,546645405,,5,2,5511406
1387,297584752,SMP233,64,205,285154138
64921,2146559349,,0,0,298290431
11256,643868214,,1,29,9444786
6836,509160556,,8,27,107731857
22004,1101487727,FB5X,452,1866,795775158
72037,2306530718,,1,17,2009834
6272,482227171,,0,13,6419421
93582,5813034089,,50,24,28887435
64131,2122324752,,23,14,13689960
29901,1343400059,,7,5,10123364
60341,2035648168,,13,7,5857905
182,205295015,,0,20,12683137
84053,2553441403,,3,3,1128325
48389,1797137624,ORN_DA4m,28,21,12478429
7448,518873604,KCab-s,215,633,300234023
37181,1536064106,,7,9,4314730
44395,1720899337,,4,6,4098443
82915,2522077954,,0,0,51250336
62169,2072548918,,0,0,65212956
58313,1996617318,,148,97,186880347
60017,2031218471,,7,0,3368969
22094,1102930213,,2,13,4262094
91514,5813009176,,0,0,158497865
7770,543247082,,10,7,12445647
10238,607393740,,2,3,4057764
25859,1222302707,,22,23,20450785
72288,2308935125,,17,59,43503250
41801,1666915165,ORN_DM1,183,308,207253266
68423,2223260079,,4,11,9599556
40578,1634157810,,111,237,112567439
78335,2414071441,,48,61,227857402
44658,1724077672,,89,114,105683170
56729,1963877612,,154,61,111884841
87012,2741507291,,7,15,13152081
29166,1315469002,,120,75,79554442
23635,1162184457,,80,92,106186635
48816,1810619977,,8,7,8735460
74708,2346049446,,8,16,8141846
71453,2284648439,,17,7,7339060
82910,2522069368,,5,0,3737466
48896,1811586630,,4,1,2978268
19838,1007044354,,62,40,62010459
79327,2435113304,,17,29,12796249
76463,2377756881,,6,7,6819216
80309,2461648837,,5,19,3471531
33162,1437306571,PLP112,87,367,340007131
91734,5813011299,LHPV6a7,142,305,348398263
40102,1625412436,,3,15,4093358
70421,2274118322,,8,6,5602052
39762,1620481312,,13,2,17636317
5540,452336329,,264,101,458713439
66431,2183060633,,26,25,15787268
34468,1469214422,,15,14,5933741
35849,1502636921,,25,17,18862524
8409,547007799,,21,23,13765380
4543,418503161,SMP245,439,1345,1005737717
72993,2315147832,,101,214,163035961
4724,420826468,,2,2,1954262
68277,2220423814,,49,14,55457500
16275,855138330,,326,156,411876209
852,270093542,,39,92,19569551
85903,2644655163,,9,6,6416879
58424,1998141585,,10,5,4910268
6729,488179878,KCa'b'-ap1,241,615,409972326
72019,2306280422,,67,449,440872073
70591,2275841682,,16,162,25307334
8213,545966695,,13,7,12296211
82209,2495836385,,2,1,2277166
2730,332685755,KCab-c,156,505,242692260
82123,2495162261,,2,2,716555
42378,1683402132,,32,33,24001706
15807,830094692,,0,11,77861
4519,417424062,,0,0,114318595
2072,326817510,SLP207,965,1390,2022663318
42282,1672130212,,9,4,3744421
22950,1135320799,,1,15,3720826
46074,1752962969,,20,23,16167827
33930,1450404406,,62,126,31273196
90323,5813002635,VES034_a,152,601,397213433
81135,2467593987,,4,10,5447104
29822,1342013559,,4,58,60930153
40018,1624393369,,44,55,37546156
41276,1656465184,,30,40,23167047
39669,1605938213,,149,555,112235688
67207,2195186612,,0,13,20701079
67796,2215126850,,26,55,21021222
35052,1480460537,,10,18,9841469
40812,1640753870,,0,23,1538248
15425,820886490,,30,28,251485183
16947,883514653,,175,137,214011517
93217,5813026196,,4,8,7024297
87934,5812981673,KCab-s,236,594,319135563
60668,2041440845,,2,4,602658
58244,1996129747,,14,17,7828644
87634,5812979948,SIP063,116,364,365841740
65401,2154369199,,2,3,1922638
71276,2282277858,,28,10,15983723
31670,1389042768,,70,126,33406020
65330,2153397502,,12,102,32862841
51561,1858335544,,5,12,3362480
23156,1138807929,MC61,34,42,52149610
69207,2246494648,,9,6,5307620
27404,1259126801,,4,2,2024467
58338,1996812180,,37,32,23776908
35293,1483515866,,35,89,19863976
86461,2684207790,,0,21,1707173
64917,2138888713,ORN_VA7m,32,119,26392345
8256,546006061,,9,0,4703550
75126,2365677934,,0,29,2152639
46143,1753535481,,91,62,109879081
68124,2218675900,,26,330,102565394
62620,2088224672,,52,27,45248240
23489,1159205957,,18,14,19376345
11056,640596169,SMP419,270,1177,878024675
74559,2344693857,,1,12,2755537
68810,2240851354,,4,3,2843014
73412,2333956565,,18,4,10233875
31439,1382921783,,51,58,59211382
65188,2151679922,,27,35,20999988
55765,1939521861,,56,27,24473247
78882,2432180714,,23,115,80567552
95128,5813055904,aSP-f1B,122,243,317804462
57765,1980575147,ORN_VL2a,42,37,51475737
30962,1375085735,,12,42,20428411
